sample,time_s,x_in_V,d_in_V,y_out_V,e_out_V
8863,0.886300,1.416763,0.917740,0.900665,0.029099
8864,0.886400,1.395966,0.904816,0.887375,0.042389
8865,0.886500,1.366531,0.891006,0.873276,0.031540
8866,0.886600,1.328720,0.876297,0.858383,0.046432
8867,0.886700,1.282898,0.860733,0.842743,0.033554
8868,0.886800,1.229584,0.844315,0.826492,0.049805
8869,0.886900,1.169342,0.827072,0.809448,0.034866
8870,0.887000,1.102905,0.809006,0.791885,0.052429
8871,0.887100,1.031021,0.790146,0.773636,0.035370
8872,0.887200,0.954575,0.770508,0.755005,0.054001
8873,0.887300,0.874451,0.750107,0.735580,0.034927
8874,0.887400,0.791626,0.728958,0.715851,0.054657
8875,0.887500,0.707092,0.707092,0.695328,0.033630
8876,0.887600,0.621872,0.684540,0.674713,0.054245
8877,0.887700,0.536957,0.661301,0.653122,0.031418
8878,0.887800,0.453354,0.637421,0.631546,0.052994
8879,0.887900,0.372025,0.612900,0.608948,0.028473
8880,0.888000,0.293884,0.587784,0.586365,0.051056
8881,0.888100,0.219803,0.562073,0.562729,0.025055
8882,0.888200,0.150558,0.535812,0.539154,0.048630
8883,0.888300,0.086868,0.509033,0.514481,0.021332
8884,0.888400,0.029327,0.481750,0.489838,0.045975
8885,0.888500,-0.021530,0.453979,0.464050,0.017700
8886,0.888600,-0.065353,0.425766,0.438385,0.043365
8887,0.888700,-0.101852,0.397141,0.411514,0.014252
8888,0.888800,-0.130875,0.368118,0.384796,0.040970
8889,0.888900,-0.152405,0.338730,0.356918,0.011200
8890,0.889000,-0.166504,0.309006,0.329208,0.038910
8891,0.889100,-0.173416,0.278976,0.300308,0.008698
8892,0.889200,-0.173462,0.248688,0.271606,0.037399
8893,0.889300,-0.167099,0.218140,0.241623,0.007065
8894,0.889400,-0.154892,0.187378,0.212067,0.036621
8895,0.889500,-0.137451,0.156433,0.181366,0.006012
8896,0.889600,-0.115540,0.125320,0.150909,0.036469
8897,0.889700,-0.089951,0.094101,0.119629,0.005692
8898,0.889800,-0.061554,0.062790,0.088623,0.036697
8899,0.889900,-0.031250,0.031403,0.056915,0.005875
8900,0.890000,0.000000,0.000000,0.025543,0.037247
8901,0.890100,0.031250,-0.031403,-0.006439,0.006439
8902,0.890200,0.061554,-0.062790,-0.038010,0.038010
8903,0.890300,0.089951,-0.094101,-0.070084,0.007294
8904,0.890400,0.115540,-0.125320,-0.101669,0.038879
8905,0.890500,0.137451,-0.156433,-0.133667,0.008347
8906,0.890600,0.154892,-0.187378,-0.165070,0.039749
8907,0.890700,0.167099,-0.218140,-0.196808,0.009430
8908,0.890800,0.173462,-0.248688,-0.227875,0.040497
8909,0.890900,0.173416,-0.278976,-0.259171,0.010483
8910,0.891000,0.166504,-0.309006,-0.289688,0.041000
8911,0.891100,0.152405,-0.338730,-0.320343,0.011337
8912,0.891200,0.130875,-0.368118,-0.350159,0.041153
8913,0.891300,0.101852,-0.397141,-0.380020,0.011902
8914,0.891400,0.065353,-0.425766,-0.408920,0.040802
8915,0.891500,0.021530,-0.453979,-0.437805,0.012039
8916,0.891600,-0.029327,-0.481750,-0.465652,0.039886
8917,0.891700,-0.086868,-0.509033,-0.493423,0.011673
8918,0.891800,-0.150558,-0.535812,-0.520065,0.038315
8919,0.891900,-0.219803,-0.562073,-0.546585,0.010773
8920,0.892000,-0.293884,-0.587784,-0.571930,0.036118
8921,0.892100,-0.372025,-0.612900,-0.597092,0.009308
8922,0.892200,-0.453354,-0.637421,-0.621048,0.033264
8923,0.892300,-0.536957,-0.661301,-0.644745,0.007324
8924,0.892400,-0.621872,-0.684540,-0.667236,0.029816
8925,0.892500,-0.707092,-0.707092,-0.689423,0.004883
8926,0.892600,-0.791626,-0.728958,-0.710403,0.025864
8927,0.892700,-0.874451,-0.750107,-0.731018,0.002060
8928,0.892800,-0.954575,-0.770508,-0.750443,0.021484
8929,0.892900,-1.031021,-0.790146,-0.769455,-0.001053
8930,0.893000,-1.102905,-0.809006,-0.787292,0.016785
8931,0.893100,-1.169342,-0.827072,-0.804657,-0.004349
8932,0.893200,-1.229584,-0.844315,-0.820908,0.011902
8933,0.893300,-1.282898,-0.860733,-0.836624,-0.007690
8934,0.893400,-1.328720,-0.876297,-0.851273,0.006958
8935,0.893500,-1.366531,-0.891006,-0.865295,-0.011002
8936,0.893600,-1.395966,-0.904816,-0.878357,0.002060
8937,0.893700,-1.416763,-0.917740,-0.890701,-0.014114
8938,0.893800,-1.428787,-0.929764,-0.902206,-0.002609
8939,0.893900,-1.432022,-0.940872,-0.913208,-0.016556
8940,0.894000,-1.426575,-0.951050,-0.923004,-0.006760
8941,0.894100,-1.412704,-0.960281,-0.932297,-0.018753
8942,0.894200,-1.390747,-0.968582,-0.940369,-0.010681
8943,0.894300,-1.361160,-0.975906,-0.947937,-0.020645
8944,0.894400,-1.324554,-0.982285,-0.954285,-0.014297
8945,0.894500,-1.281570,-0.987686,-0.960129,-0.022156
8946,0.894600,-1.232986,-0.992111,-0.964722,-0.017563
8947,0.894700,-1.179611,-0.995560,-0.968826,-0.023285
8948,0.894800,-1.122360,-0.998016,-0.972076,-0.020035
8949,0.894900,-1.062164,-0.999496,-0.974426,-0.023590
8950,0.895000,-1.000000,-1.000000,-0.975906,-0.022110
8951,0.895100,-0.936829,-0.999496,-0.976501,-0.023499
8952,0.895200,-0.873672,-0.998016,-0.976196,-0.023804
8953,0.895300,-0.811493,-0.995560,-0.974976,-0.023041
8954,0.895400,-0.751236,-0.992111,-0.972855,-0.025162
8955,0.895500,-0.693787,-0.987686,-0.969925,-0.022186
8956,0.895600,-0.639999,-0.982285,-0.965942,-0.026169
8957,0.895700,-0.590652,-0.975906,-0.961212,-0.021072
8958,0.895800,-0.546417,-0.968582,-0.955353,-0.026932
8959,0.895900,-0.507874,-0.960281,-0.948746,-0.019836
8960,0.896000,-0.475525,-0.951050,-0.941040,-0.027542
8961,0.896100,-0.449722,-0.940872,-0.932465,-0.018585
8962,0.896200,-0.430756,-0.929764,-0.922943,-0.028107
8963,0.896300,-0.418732,-0.917740,-0.912399,-0.017365
8964,0.896400,-0.413681,-0.904816,-0.900955,-0.028809
8965,0.896500,-0.415466,-0.891006,-0.888336,-0.016479
8966,0.896600,-0.423889,-0.876297,-0.874954,-0.029861
8967,0.896700,-0.438568,-0.860733,-0.860275,-0.016022
8968,0.896800,-0.459061,-0.844315,-0.844955,-0.031342
8969,0.896900,-0.484802,-0.827072,-0.828339,-0.015976
8970,0.897000,-0.515121,-0.809006,-0.811111,-0.033203
8971,0.897100,-0.549271,-0.790146,-0.792618,-0.016388
8972,0.897200,-0.586441,-0.770508,-0.773560,-0.035446
8973,0.897300,-0.625763,-0.750107,-0.753265,-0.017242
8974,0.897400,-0.666290,-0.728958,-0.732468,-0.038040
8975,0.897500,-0.707092,-0.707092,-0.710464,-0.018494
8976,0.897600,-0.747208,-0.684540,-0.688034,-0.040924
8977,0.897700,-0.785645,-0.661301,-0.664444,-0.020096
8978,0.897800,-0.821472,-0.637421,-0.640533,-0.044006
8979,0.897900,-0.853775,-0.612900,-0.615479,-0.021942
8980,0.898000,-0.881668,-0.587784,-0.590210,-0.047211
8981,0.898100,-0.904343,-0.562073,-0.563873,-0.023911
8982,0.898200,-0.921082,-0.535812,-0.537399,-0.050385
8983,0.898300,-0.931198,-0.509033,-0.509933,-0.025879
8984,0.898400,-0.934158,-0.481750,-0.482437,-0.053375
8985,0.898500,-0.929504,-0.453979,-0.454025,-0.027725
8986,0.898600,-0.916916,-0.425766,-0.425690,-0.056061
8987,0.898700,-0.896149,-0.397141,-0.396500,-0.029266
8988,0.898800,-0.867126,-0.368118,-0.367584,-0.058182
8989,0.898900,-0.829880,-0.338730,-0.337860,-0.030258
8990,0.899000,-0.784531,-0.309006,-0.308685,-0.059433
8991,0.899100,-0.731400,-0.278976,-0.278687,-0.030319
8992,0.899200,-0.670853,-0.248688,-0.249268,-0.059738
8993,0.899300,-0.603394,-0.218140,-0.219086,-0.029602
8994,0.899400,-0.529648,-0.187378,-0.189545,-0.059143
8995,0.899500,-0.450317,-0.156433,-0.159256,-0.028122
8996,0.899600,-0.366196,-0.125320,-0.129700,-0.057678
8997,0.899700,-0.278168,-0.094101,-0.099426,-0.025894
8998,0.899800,-0.187134,-0.062790,-0.069977,-0.055344
8999,0.899900,-0.094070,-0.031403,-0.039795,-0.022995
9000,0.900000,0.000000,0.000000,-0.010468,-0.052322
9001,0.900100,0.094070,0.031403,0.019531,-0.019531
9002,0.900200,0.187134,0.062790,0.048676,-0.048676
9003,0.900300,0.278168,0.094101,0.078461,-0.015671
9004,0.900400,0.366196,0.125320,0.107361,-0.044571
9005,0.900500,0.450317,0.156433,0.136902,-0.011581
9006,0.900600,0.529648,0.187378,0.165588,-0.040268
9007,0.900700,0.603394,0.218140,0.194870,-0.007492
9008,0.900800,0.670853,0.248688,0.223312,-0.035934
9009,0.900900,0.731400,0.278976,0.252304,-0.003616
9010,0.901000,0.784531,0.309006,0.280441,-0.031754
9011,0.901100,0.829880,0.338730,0.309204,-0.000198
9012,0.901200,0.867126,0.368118,0.337021,-0.028015
9013,0.901300,0.896149,0.397141,0.365265,0.002853
9014,0.901400,0.916916,0.425766,0.392715,-0.024597
9015,0.901500,0.929504,0.453979,0.420364,0.005402
9016,0.901600,0.934158,0.481750,0.447296,-0.021530
9017,0.901700,0.931198,0.509033,0.474274,0.007477
9018,0.901800,0.921082,0.535812,0.500610,-0.018860
9019,0.901900,0.904343,0.562073,0.526810,0.009003
9020,0.902000,0.881668,0.587784,0.552490,-0.016678
9021,0.902100,0.853775,0.612900,0.577805,0.009979
9022,0.902200,0.821472,0.637421,0.602615,-0.014832
9023,0.902300,0.785645,0.661301,0.627533,0.009888
9024,0.902400,0.747208,0.684540,0.651291,-0.013870
9025,0.902500,0.707092,0.707092,0.675079,0.009460
9026,0.902600,0.666290,0.728958,0.697662,-0.013123
9027,0.902700,0.625763,0.750107,0.720200,0.008759
9028,0.902800,0.586441,0.770508,0.741455,-0.012497
9029,0.902900,0.549271,0.790146,0.762634,0.007874
9030,0.903000,0.515121,0.809006,0.782455,-0.011948
9031,0.903100,0.484802,0.827072,0.802139,0.006866
9032,0.903200,0.459061,0.844315,0.820389,-0.011383
9033,0.903300,0.438568,0.860733,0.838440,0.005875
9034,0.903400,0.423889,0.876297,0.855011,-0.010696
9035,0.903500,0.415466,0.891006,0.871307,0.004990
9036,0.903600,0.413681,0.904816,0.886063,-0.009766
9037,0.903700,0.418732,0.917740,0.900513,0.004303
9038,0.903800,0.430756,0.929764,0.913345,-0.008530
9039,0.903900,0.449722,0.940872,0.925827,0.003937
9040,0.904000,0.475525,0.951050,0.936646,-0.006882
9041,0.904100,0.507874,0.960281,0.947083,0.003967
9042,0.904200,0.546417,0.968582,0.955811,-0.004761
9043,0.904300,0.590652,0.975906,0.964111,0.004471
9044,0.904400,0.639999,0.982285,0.970703,-0.002121
9045,0.904500,0.693787,0.987686,0.976822,0.005463
9046,0.904600,0.751236,0.992111,0.981216,0.001068
9047,0.904700,0.811493,0.995560,0.985138,0.006973
9048,0.904800,0.873672,0.998016,0.987305,0.004807
9049,0.904900,0.936829,0.999496,0.989014,0.009003
9050,0.905000,0.999985,1.000000,0.988983,0.009033
9051,0.905100,1.062164,0.999496,0.988480,0.011520
9052,0.905200,1.122360,0.998016,0.986267,0.013733
9053,0.905300,1.179611,0.995560,0.983597,0.014420
9054,0.905400,1.232986,0.992111,0.979248,0.018768
9055,0.905500,1.281570,0.987686,0.974457,0.017654
9056,0.905600,1.324554,0.982285,0.968628,0.023483
9057,0.905700,1.361160,0.975906,0.961792,0.020493
9058,0.905800,1.390747,0.968582,0.953949,0.028336
9059,0.905900,1.412704,0.960281,0.945129,0.023453
9060,0.906000,1.426575,0.951050,0.935379,0.033203
9061,0.906100,1.432022,0.940872,0.924698,0.026352
9062,0.906200,1.428787,0.929764,0.913116,0.037933
9063,0.906300,1.416763,0.917740,0.900665,0.029099
9064,0.906400,1.395966,0.904816,0.887375,0.042389
9065,0.906500,1.366531,0.891006,0.873276,0.031540
9066,0.906600,1.328720,0.876297,0.858383,0.046432
9067,0.906700,1.282898,0.860733,0.842743,0.033554
9068,0.906800,1.229584,0.844315,0.826477,0.049820
9069,0.906900,1.169342,0.827072,0.809448,0.034866
9070,0.907000,1.102905,0.809006,0.791885,0.052429
9071,0.907100,1.031021,0.790146,0.773621,0.035385
9072,0.907200,0.954575,0.770508,0.755005,0.054001
9073,0.907300,0.874451,0.750107,0.735565,0.034943
9074,0.907400,0.791626,0.728958,0.715851,0.054657
9075,0.907500,0.707092,0.707092,0.695312,0.033646
9076,0.907600,0.621872,0.684540,0.674713,0.054245
9077,0.907700,0.536957,0.661301,0.653107,0.031433
9078,0.907800,0.453354,0.637421,0.631531,0.053009
9079,0.907900,0.372025,0.612900,0.608932,0.028488
9080,0.908000,0.293884,0.587784,0.586365,0.051056
9081,0.908100,0.219803,0.562073,0.562729,0.025055
9082,0.908200,0.150558,0.535812,0.539139,0.048645
9083,0.908300,0.086868,0.509033,0.514465,0.021347
9084,0.908400,0.029327,0.481750,0.489822,0.045990
9085,0.908500,-0.021530,0.453979,0.464050,0.017700
9086,0.908600,-0.065353,0.425766,0.438370,0.043381
9087,0.908700,-0.101852,0.397141,0.411514,0.014252
9088,0.908800,-0.130875,0.368118,0.384796,0.040970
9089,0.908900,-0.152405,0.338730,0.356918,0.011200
9090,0.909000,-0.166504,0.309006,0.329208,0.038910
9091,0.909100,-0.173416,0.278976,0.300308,0.008698
9092,0.909200,-0.173462,0.248688,0.271606,0.037399
9093,0.909300,-0.167099,0.218140,0.241623,0.007065
9094,0.909400,-0.154892,0.187378,0.212067,0.036621
9095,0.909500,-0.137451,0.156433,0.181366,0.006012
9096,0.909600,-0.115540,0.125320,0.150909,0.036469
9097,0.909700,-0.089951,0.094101,0.119644,0.005676
9098,0.909800,-0.061554,0.062790,0.088638,0.036682
9099,0.909900,-0.031250,0.031403,0.056915,0.005875
9100,0.910000,0.000000,0.000000,0.025558,0.037231
9101,0.910100,0.031250,-0.031403,-0.006424,0.006424
9102,0.910200,0.061554,-0.062790,-0.037994,0.037994
9103,0.910300,0.089951,-0.094101,-0.070068,0.007278
9104,0.910400,0.115540,-0.125320,-0.101654,0.038864
9105,0.910500,0.137451,-0.156433,-0.133652,0.008331
9106,0.910600,0.154892,-0.187378,-0.165070,0.039749
9107,0.910700,0.167099,-0.218140,-0.196808,0.009430
9108,0.910800,0.173462,-0.248688,-0.227859,0.040482
9109,0.910900,0.173416,-0.278976,-0.259155,0.010468
9110,0.911000,0.166504,-0.309006,-0.289688,0.041000
9111,0.911100,0.152405,-0.338730,-0.320343,0.011337
9112,0.911200,0.130875,-0.368118,-0.350143,0.041138
9113,0.911300,0.101852,-0.397141,-0.380005,0.011887
9114,0.911400,0.065353,-0.425766,-0.408905,0.040787
9115,0.911500,0.021530,-0.453979,-0.437805,0.012039
9116,0.911600,-0.029327,-0.481750,-0.465652,0.039886
9117,0.911700,-0.086868,-0.509033,-0.493423,0.011673
9118,0.911800,-0.150558,-0.535812,-0.520081,0.038330
9119,0.911900,-0.219803,-0.562073,-0.546585,0.010773
9120,0.912000,-0.293884,-0.587784,-0.571945,0.036133
9121,0.912100,-0.372025,-0.612900,-0.597092,0.009308
9122,0.912200,-0.453354,-0.637421,-0.621048,0.033264
9123,0.912300,-0.536957,-0.661301,-0.644745,0.007324
9124,0.912400,-0.621872,-0.684540,-0.667252,0.029831
9125,0.912500,-0.707092,-0.707092,-0.689423,0.004883
9126,0.912600,-0.791626,-0.728958,-0.710403,0.025864
9127,0.912700,-0.874451,-0.750107,-0.731018,0.002060
9128,0.912800,-0.954575,-0.770508,-0.750458,0.021500
9129,0.912900,-1.031021,-0.790146,-0.769455,-0.001053
9130,0.913000,-1.102905,-0.809006,-0.787308,0.016800
9131,0.913100,-1.169342,-0.827072,-0.804672,-0.004333
9132,0.913200,-1.229584,-0.844315,-0.820923,0.011917
9133,0.913300,-1.282898,-0.860733,-0.836624,-0.007690
9134,0.913400,-1.328720,-0.876297,-0.851273,0.006958
9135,0.913500,-1.366531,-0.891006,-0.865311,-0.010986
9136,0.913600,-1.395966,-0.904816,-0.878357,0.002060
9137,0.913700,-1.416763,-0.917740,-0.890701,-0.014114
9138,0.913800,-1.428787,-0.929764,-0.902206,-0.002609
9139,0.913900,-1.432022,-0.940872,-0.913208,-0.016556
9140,0.914000,-1.426575,-0.951050,-0.923004,-0.006760
9141,0.914100,-1.412704,-0.960281,-0.932297,-0.018753
9142,0.914200,-1.390747,-0.968582,-0.940369,-0.010681
9143,0.914300,-1.361160,-0.975906,-0.947937,-0.020645
9144,0.914400,-1.324554,-0.982285,-0.954285,-0.014297
9145,0.914500,-1.281570,-0.987686,-0.960114,-0.022171
9146,0.914600,-1.232986,-0.992111,-0.964722,-0.017563
9147,0.914700,-1.179611,-0.995560,-0.968826,-0.023285
9148,0.914800,-1.122360,-0.998016,-0.972061,-0.020050
9149,0.914900,-1.062164,-0.999496,-0.974426,-0.023590
9150,0.915000,-1.000000,-1.000000,-0.975906,-0.022110
9151,0.915100,-0.936829,-0.999496,-0.976486,-0.023514
9152,0.915200,-0.873672,-0.998016,-0.976181,-0.023819
9153,0.915300,-0.811493,-0.995560,-0.974976,-0.023041
9154,0.915400,-0.751236,-0.992111,-0.972855,-0.025162
9155,0.915500,-0.693787,-0.987686,-0.969910,-0.022202
9156,0.915600,-0.639999,-0.982285,-0.965942,-0.026169
9157,0.915700,-0.590652,-0.975906,-0.961212,-0.021072
9158,0.915800,-0.546417,-0.968582,-0.955338,-0.026947
9159,0.915900,-0.507874,-0.960281,-0.948730,-0.019852
9160,0.916000,-0.475525,-0.951050,-0.941025,-0.027557
9161,0.916100,-0.449722,-0.940872,-0.932449,-0.018600
9162,0.916200,-0.430756,-0.929764,-0.922943,-0.028107
9163,0.916300,-0.418732,-0.917740,-0.912399,-0.017365
9164,0.916400,-0.413681,-0.904816,-0.900940,-0.028824
9165,0.916500,-0.415466,-0.891006,-0.888336,-0.016479
9166,0.916600,-0.423889,-0.876297,-0.874954,-0.029861
9167,0.916700,-0.438568,-0.860733,-0.860275,-0.016022
9168,0.916800,-0.459061,-0.844315,-0.844955,-0.031342
9169,0.916900,-0.484802,-0.827072,-0.828339,-0.015976
9170,0.917000,-0.515121,-0.809006,-0.811127,-0.033188
9171,0.917100,-0.549271,-0.790146,-0.792618,-0.016388
9172,0.917200,-0.586441,-0.770508,-0.773575,-0.035431
9173,0.917300,-0.625763,-0.750107,-0.753265,-0.017242
9174,0.917400,-0.666290,-0.728958,-0.732483,-0.038025
9175,0.917500,-0.707092,-0.707092,-0.710464,-0.018494
9176,0.917600,-0.747208,-0.684540,-0.688049,-0.040909
9177,0.917700,-0.785645,-0.661301,-0.664444,-0.020096
9178,0.917800,-0.821472,-0.637421,-0.640533,-0.044006
9179,0.917900,-0.853775,-0.612900,-0.615494,-0.021927
9180,0.918000,-0.881668,-0.587784,-0.590225,-0.047195
9181,0.918100,-0.904343,-0.562073,-0.563873,-0.023911
9182,0.918200,-0.921082,-0.535812,-0.537399,-0.050385
9183,0.918300,-0.931198,-0.509033,-0.509933,-0.025879
9184,0.918400,-0.934158,-0.481750,-0.482452,-0.053360
9185,0.918500,-0.929504,-0.453979,-0.454025,-0.027725
9186,0.918600,-0.916916,-0.425766,-0.425690,-0.056061
9187,0.918700,-0.896149,-0.397141,-0.396500,-0.029266
9188,0.918800,-0.867126,-0.368118,-0.367584,-0.058182
9189,0.918900,-0.829880,-0.338730,-0.337860,-0.030258
9190,0.919000,-0.784531,-0.309006,-0.308685,-0.059433
9191,0.919100,-0.731400,-0.278976,-0.278687,-0.030319
9192,0.919200,-0.670853,-0.248688,-0.249268,-0.059738
9193,0.919300,-0.603394,-0.218140,-0.219070,-0.029617
9194,0.919400,-0.529648,-0.187378,-0.189545,-0.059143
9195,0.919500,-0.450317,-0.156433,-0.159256,-0.028122
9196,0.919600,-0.366196,-0.125320,-0.129700,-0.057678
9197,0.919700,-0.278168,-0.094101,-0.099426,-0.025894
9198,0.919800,-0.187134,-0.062790,-0.069962,-0.055359
9199,0.919900,-0.094070,-0.031403,-0.039780,-0.023010
9200,0.920000,0.000000,0.000000,-0.010468,-0.052322
9201,0.920100,0.094070,0.031403,0.019547,-0.019547
9202,0.920200,0.187134,0.062790,0.048676,-0.048676
9203,0.920300,0.278168,0.094101,0.078476,-0.015686
9204,0.920400,0.366196,0.125320,0.107376,-0.044586
9205,0.920500,0.450317,0.156433,0.136917,-0.011597
9206,0.920600,0.529648,0.187378,0.165588,-0.040268
9207,0.920700,0.603394,0.218140,0.194870,-0.007492
9208,0.920800,0.670853,0.248688,0.223312,-0.035934
9209,0.920900,0.731400,0.278976,0.252304,-0.003616
9210,0.921000,0.784531,0.309006,0.280457,-0.031769
9211,0.921100,0.829880,0.338730,0.309204,-0.000198
9212,0.921200,0.867126,0.368118,0.337021,-0.028015
9213,0.921300,0.896149,0.397141,0.365265,0.002853
9214,0.921400,0.916916,0.425766,0.392715,-0.024597
9215,0.921500,0.929504,0.453979,0.420364,0.005402
9216,0.921600,0.934158,0.481750,0.447296,-0.021530
9217,0.921700,0.931198,0.509033,0.474274,0.007477
9218,0.921800,0.921082,0.535812,0.500610,-0.018860
9219,0.921900,0.904343,0.562073,0.526810,0.009003
9220,0.922000,0.881668,0.587784,0.552490,-0.016678
9221,0.922100,0.853775,0.612900,0.577805,0.009979
9222,0.922200,0.821472,0.637421,0.602615,-0.014832
9223,0.922300,0.785645,0.661301,0.627518,0.009903
9224,0.922400,0.747208,0.684540,0.651291,-0.013870
9225,0.922500,0.707092,0.707092,0.675079,0.009460
9226,0.922600,0.666290,0.728958,0.697647,-0.013107
9227,0.922700,0.625763,0.750107,0.720184,0.008774
9228,0.922800,0.586441,0.770508,0.741455,-0.012497
9229,0.922900,0.549271,0.790146,0.762634,0.007874
9230,0.923000,0.515121,0.809006,0.782455,-0.011948
9231,0.923100,0.484802,0.827072,0.802124,0.006882
9232,0.923200,0.459061,0.844315,0.820389,-0.011383
9233,0.923300,0.438568,0.860733,0.838440,0.005875
9234,0.923400,0.423889,0.876297,0.854996,-0.010681
9235,0.923500,0.415466,0.891006,0.871307,0.004990
9236,0.923600,0.413681,0.904816,0.886063,-0.009766
9237,0.923700,0.418732,0.917740,0.900513,0.004303
9238,0.923800,0.430756,0.929764,0.913345,-0.008530
9239,0.923900,0.449722,0.940872,0.925827,0.003937
9240,0.924000,0.475525,0.951050,0.936646,-0.006882
9241,0.924100,0.507874,0.960281,0.947083,0.003967
9242,0.924200,0.546417,0.968582,0.955811,-0.004761
9243,0.924300,0.590652,0.975906,0.964127,0.004456
9244,0.924400,0.639999,0.982285,0.970703,-0.002121
9245,0.924500,0.693787,0.987686,0.976822,0.005463
9246,0.924600,0.751236,0.992111,0.981216,0.001068
9247,0.924700,0.811493,0.995560,0.985138,0.006973
9248,0.924800,0.873672,0.998016,0.987320,0.004791
9249,0.924900,0.936829,0.999496,0.989014,0.009003
9250,0.925000,0.999985,1.000000,0.988983,0.009033
9251,0.925100,1.062164,0.999496,0.988495,0.011505
9252,0.925200,1.122360,0.998016,0.986282,0.013718
9253,0.925300,1.179611,0.995560,0.983597,0.014420
9254,0.925400,1.232986,0.992111,0.979248,0.018768
9255,0.925500,1.281570,0.987686,0.974457,0.017654
9256,0.925600,1.324554,0.982285,0.968643,0.023468
9257,0.925700,1.361160,0.975906,0.961792,0.020493
9258,0.925800,1.390747,0.968582,0.953949,0.028336
9259,0.925900,1.412704,0.960281,0.945145,0.023438
9260,0.926000,1.426575,0.951050,0.935379,0.033203
9261,0.926100,1.432022,0.940872,0.924698,0.026352
9262,0.926200,1.428787,0.929764,0.913116,0.037933
9263,0.926300,1.416763,0.917740,0.900665,0.029099
9264,0.926400,1.395966,0.904816,0.887375,0.042389
9265,0.926500,1.366531,0.891006,0.873276,0.031540
9266,0.926600,1.328720,0.876297,0.858383,0.046432
9267,0.926700,1.282898,0.860733,0.842743,0.033554
9268,0.926800,1.229584,0.844315,0.826477,0.049820
9269,0.926900,1.169342,0.827072,0.809448,0.034866
9270,0.927000,1.102905,0.809006,0.791885,0.052429
9271,0.927100,1.031021,0.790146,0.773621,0.035385
9272,0.927200,0.954575,0.770508,0.754990,0.054016
9273,0.927300,0.874451,0.750107,0.735565,0.034943
9274,0.927400,0.791626,0.728958,0.715851,0.054657
9275,0.927500,0.707092,0.707092,0.695312,0.033646
9276,0.927600,0.621872,0.684540,0.674713,0.054245
9277,0.927700,0.536957,0.661301,0.653107,0.031433
9278,0.927800,0.453354,0.637421,0.631531,0.053009
9279,0.927900,0.372025,0.612900,0.608932,0.028488
9280,0.928000,0.293884,0.587784,0.586349,0.051071
9281,0.928100,0.219803,0.562073,0.562714,0.025070
9282,0.928200,0.150558,0.535812,0.539139,0.048645
9283,0.928300,0.086868,0.509033,0.514465,0.021347
9284,0.928400,0.029327,0.481750,0.489822,0.045990
9285,0.928500,-0.021530,0.453979,0.464050,0.017700
9286,0.928600,-0.065353,0.425766,0.438370,0.043381
9287,0.928700,-0.101852,0.397141,0.411514,0.014252
9288,0.928800,-0.130875,0.368118,0.384796,0.040970
9289,0.928900,-0.152405,0.338730,0.356918,0.011200
9290,0.929000,-0.166504,0.309006,0.329208,0.038910
9291,0.929100,-0.173416,0.278976,0.300308,0.008698
9292,0.929200,-0.173462,0.248688,0.271606,0.037399
9293,0.929300,-0.167099,0.218140,0.241623,0.007065
9294,0.929400,-0.154892,0.187378,0.212067,0.036621
9295,0.929500,-0.137451,0.156433,0.181366,0.006012
9296,0.929600,-0.115540,0.125320,0.150925,0.036453
9297,0.929700,-0.089951,0.094101,0.119644,0.005676
9298,0.929800,-0.061554,0.062790,0.088638,0.036682
9299,0.929900,-0.031250,0.031403,0.056931,0.005859
9300,0.930000,0.000000,0.000000,0.025558,0.037231
9301,0.930100,0.031250,-0.031403,-0.006424,0.006424
9302,0.930200,0.061554,-0.062790,-0.037994,0.037994
9303,0.930300,0.089951,-0.094101,-0.070068,0.007278
9304,0.930400,0.115540,-0.125320,-0.101654,0.038864
9305,0.930500,0.137451,-0.156433,-0.133652,0.008331
9306,0.930600,0.154892,-0.187378,-0.165070,0.039749
9307,0.930700,0.167099,-0.218140,-0.196808,0.009430
9308,0.930800,0.173462,-0.248688,-0.227859,0.040482
9309,0.930900,0.173416,-0.278976,-0.259155,0.010468
9310,0.931000,0.166504,-0.309006,-0.289673,0.040985
9311,0.931100,0.152405,-0.338730,-0.320343,0.011337
9312,0.931200,0.130875,-0.368118,-0.350143,0.041138
9313,0.931300,0.101852,-0.397141,-0.380005,0.011887
9314,0.931400,0.065353,-0.425766,-0.408905,0.040787
9315,0.931500,0.021530,-0.453979,-0.437805,0.012039
9316,0.931600,-0.029327,-0.481750,-0.465652,0.039886
9317,0.931700,-0.086868,-0.509033,-0.493423,0.011673
9318,0.931800,-0.150558,-0.535812,-0.520081,0.038330
9319,0.931900,-0.219803,-0.562073,-0.546600,0.010788
9320,0.932000,-0.293884,-0.587784,-0.571945,0.036133
9321,0.932100,-0.372025,-0.612900,-0.597107,0.009323
9322,0.932200,-0.453354,-0.637421,-0.621048,0.033264
9323,0.932300,-0.536957,-0.661301,-0.644760,0.007339
9324,0.932400,-0.621872,-0.684540,-0.667252,0.029831
9325,0.932500,-0.707092,-0.707092,-0.689438,0.004898
9326,0.932600,-0.791626,-0.728958,-0.710419,0.025879
9327,0.932700,-0.874451,-0.750107,-0.731033,0.002075
9328,0.932800,-0.954575,-0.770508,-0.750458,0.021500
9329,0.932900,-1.031021,-0.790146,-0.769470,-0.001038
